"","nom_eni","nom_eni_fusion_trait","NOM_VALIDE","CD_NOM","CD_REF","GROUP2_INPN","ORDRE","FAMILLE","SOUS_FAMILLE","TRIBU","nom_eni_syn","key","nom_eni_fusion_trait_code"
"374","Lapsana communis","Lapsana communis","Lapsana communis L., 1753",105017,105017,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Lapsana communis","LAPSCOMMUNI","LAPSCOMMUNI"
"375","Lathyrus sylvestris","Lathyrus sylvestris","Lathyrus sylvestris L., 1753",105266,105266,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus sylvestris","LATHSYLVEST","LATHSYLVEST"
"376","Lathyrus pratensis","Lathyrus pratensis","Lathyrus pratensis L., 1753",105247,105247,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus pratensis","LATHPRATENS","LATHPRATENS"
"377","Lathyrus angulatus","Lathyrus angulatus","Lathyrus angulatus L., 1753",105159,105159,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus angulatus","LATHANGULAT","LATHANGULAT"
"378","Lathyrus angulatus","Lathyrus angulatus","Lathyrus sativus L., 1753",105158,105256,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus sativus","LATHANGULAT","LATHANGULAT"
"379","Lathyrus angulatus","Lathyrus angulatus","Lathyrus sativus L., 1753",105155,105256,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus sativus","LATHANGULAT","LATHANGULAT"
"380","Lathyrus angulatus","Lathyrus angulatus","Lathyrus sphaericus Retz., 1783",105157,105261,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus sphaericus","LATHANGULAT","LATHANGULAT"
"381","Lathyrus angulatus","Lathyrus angulatus","Vicia lathyroides L., 1753",105156,129207,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Vicia lathyroides","LATHANGULAT","LATHANGULAT"
"382","Lathyrus annuus","Lathyrus annuus","Lathyrus annuus L., 1753",105161,105161,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus annuus","LATHANNUUS","LATHANNUUS"
"383","Lathyrus aphaca","Lathyrus aphaca","Lathyrus aphaca L., 1753",105162,105162,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus aphaca","LATHAPHACA","LATHAPHACA"
"384","Lathyrus cicera","Lathyrus cicera","Lathyrus cicera L., 1753",105175,105175,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus cicera","LATHCICERA","LATHCICERA"
"385","Lathyrus clymenum","Lathyrus clymenum","Lathyrus clymenum L., 1753",105178,105178,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus clymenum","LATHCLYMENU","LATHCLYMENU"
"386","Lathyrus hirsutus","Lathyrus hirsutus","Lathyrus hirsutus L., 1753",105201,105201,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus hirsutus","LATHHIRSUTU","LATHHIRSUTU"
"387","Lathyrus latifolius","Lathyrus latifolius","Lathyrus latifolius L., 1753",105211,105211,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus latifolius","LATHLATIFOL","LATHLATIFOL"
"388","Lathyrus linifolius","Lathyrus linifolius","Lathyrus linifolius (Reichard) Bässler, 1971",105214,105214,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus linifolius","LATHLINIFOL","LATHLINIFOL"
"389","Lathyrus niger","Lathyrus niger","Lathyrus niger (L.) Bernh., 1800",105230,105230,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus niger","LATHNIGER","LATHNIGER"
"390","Lathyrus nissolia","Lathyrus nissolia","Lathyrus nissolia L., 1753",105232,105232,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus nissolia","LATHNISSOLI","LATHNISSOLI"
"391","Lathyrus tuberosus","Lathyrus tuberosus","Lathyrus tuberosus L., 1753",105273,105273,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Lathyrus tuberosus","LATHTUBEROS","LATHTUBEROS"
"392","Malva olbia","Malva olbia","Malva olbia (L.) Alef., 1862",107290,107290,"Angiospermes","Malvales","Malvaceae","Malvoideae","Malveae","Malva olbia","MALVOLBIA","MALVOLBIA"
"393","Malva punctata","Malva punctata","Malva punctata (L.) Alef., 1862",107302,107302,"Angiospermes","Malvales","Malvaceae","Malvoideae","Malveae","Malva punctata","MALVPUNCTAT","MALVPUNCTAT"
"394","Leersia oryzoides","Leersia oryzoides","Leersia oryzoides (L.) Sw., 1788",105400,105400,"Angiospermes","Poales","Poaceae","Oryzoideae","Oryzeae","Leersia oryzoides","LEERORYZOID","LEERORYZOID"
"395","Legousia speculum-veneris","Legousia speculum-veneris","Legousia speculum-veneris (L.) Chaix, 1785",105410,105410,"Angiospermes","Asterales","Campanulaceae","Campanuloideae","Campanuleae","Legousia speculum-veneris","LEGOSPECULU","LEGOSPECULU"
"396","Leontodon hispidus","Leontodon hispidus","Leontodon hispidus L., 1753",105502,105502,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Leontodon hispidus","LEONHISPIDU","LEONHISPIDU"
"397","Leontodon saxatilis","Leontodon saxatilis","Leontodon saxatilis Lam., 1779",105521,105521,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Leontodon saxatilis","LEONSAXATIL","LEONSAXATIL"
"398","Lepidium campestre","Lepidium campestre","Lepidium campestre (L.) W.T.Aiton, 1812",105607,105607,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Lepidium campestre","LEPICAMPEST","LEPICAMPEST"
"399","Lepidium draba","Lepidium draba","Lepidium draba L., 1753",105621,105621,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Lepidium draba","LEPIDRABA","LEPIDRABA"
"400","Lepidium didymum","Lepidium didymum","Lepidium didymum L., 1767",105615,105615,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Lepidium didymum","LEPIDIDYMUM","LEPIDIDYMUM"
"401","Lepidium heterophyllum","Lepidium heterophyllum","Lepidium heterophyllum Benth., 1826",105630,105630,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Lepidium heterophyllum","LEPIHETEROP","LEPIHETEROP"
"402","Leucanthemum vulgare gpe","Leucanthemum vulgare","Leucanthemum vulgare Lam., 1779",105817,105817,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Leucanthemum vulgare","LEUCVULGARE","LEUCVULGARE"
"403","Ligustrum vulgare","Ligustrum vulgare","Ligustrum vulgare L., 1753",105966,105966,"Angiospermes","Lamiales","Oleaceae",NA,"Oleeae","Ligustrum vulgare","LIGUVULGARE","LIGUVULGARE"
"404","Linaria vulgaris","Linaria vulgaris","Linaria vulgaris Mill., 1768",106234,106234,"Angiospermes","Lamiales","Plantaginaceae",NA,"Antirrhineae","Linaria vulgaris","LINAVULGARI","LINAVULGARI"
"405","Linaria arvensis","Linaria arvensis","Linaria arvensis (L.) Desf., 1799",106150,106150,"Angiospermes","Lamiales","Plantaginaceae",NA,"Antirrhineae","Linaria arvensis","LINAARVENSI","LINAARVENSI"
"406","Linaria repens","Linaria repens","Linaria repens (L.) Mill., 1768",106213,106213,"Angiospermes","Lamiales","Plantaginaceae",NA,"Antirrhineae","Linaria repens","LINAREPENS","LINAREPENS"
"407","Linum catharticum","Linum catharticum","Linum catharticum L., 1753",106288,106288,"Angiospermes","Malpighiales","Linaceae","Linoideae",NA,"Linum catharticum","LINUCATHART","LINUCATHART"
"408","Linum strictum","Linum strictum","Linum strictum L., 1753",106342,106342,"Angiospermes","Malpighiales","Linaceae","Linoideae",NA,"Linum strictum","LINUSTRICTU","LINUSTRICTU"
"409","Linum usitatissimum","Linum usitatissimum","Linum usitatissimum L., 1753",106349,106349,"Angiospermes","Malpighiales","Linaceae","Linoideae",NA,"Linum usitatissimum","LINUUSITATI","LINUUSITATI"
"410","Linum usitatissimum subsp. angustifolium","Linum usitatissimum","Linum usitatissimum L., 1753",106349,106349,"Angiospermes","Malpighiales","Linaceae","Linoideae",NA,"Linum usitatissimum","LINUUSITATI","LINUUSITATI"
"411","Lobularia maritima","Lobularia maritima","Lobularia maritima (L.) Desv., 1815",106439,106439,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Lobularia maritima","LOBUMARITIM","LOBUMARITIM"
"412","Lolium perenne","Lolium perenne","Lolium perenne L., 1753",106499,106499,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Lolium perenne","LOLIPERENNE","LOLIPERENNE"
"413","Lolium multiflorum","Lolium multiflorum","Lolium multiflorum Lam., 1779",106497,106497,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Lolium multiflorum","LOLIMULTIFL","LOLIMULTIFL"
"414","Lolium multiflorum","Lolium multiflorum","Lolium temulentum L., 1753",106496,106517,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Lolium temulentum","LOLIMULTIFL","LOLIMULTIFL"
"415","Lolium rigidum","Lolium rigidum","Lolium rigidum Gaudin, 1811",106507,106507,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Lolium rigidum","LOLIRIGIDUM","LOLIRIGIDUM"
"416","Lolium x boucheanum","Lolium x boucheanum","Lolium x boucheanum Kunth, 1830",106523,106523,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Lolium x boucheanum","LOLIX","LOLIX"
"417","Lotus angustissimus","Lotus angustissimus","Lotus angustissimus L., 1753",106634,106634,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus angustissimus","LOTUANGUSTI","LOTUANGUSTI"
"418","Lotus corniculatus","Lotus corniculatus","Lotus corniculatus L., 1753",106653,106653,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus corniculatus","LOTUCORNICU","LOTUCORNICU"
"419","Lotus hispidus","Lotus hispidus","Lotus hispidus Desf. ex DC., 1805",106678,106678,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus hispidus","LOTUHISPIDU","LOTUHISPIDU"
"420","Lotus edulis","Lotus edulis","Lotus edulis L., 1753",106666,106666,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus edulis","LOTUEDULIS","LOTUEDULIS"
"421","Lotus ornithopodioides","Lotus ornithopodioides","Lotus ornithopodioides L., 1753",106694,106694,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus ornithopodioides","LOTUORNITHO","LOTUORNITHO"
"422","Lotus parviflorus","Lotus parviflorus","Lotus parviflorus Desf., 1799",106696,106696,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus parviflorus","LOTUPARVIFL","LOTUPARVIFL"
"423","Lotus pedunculatus","Lotus pedunculatus","Lotus pedunculatus Cav., 1793",106698,106698,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus pedunculatus","LOTUPEDUNCU","LOTUPEDUNCU"
"424","Lycopsis arvensis","Lycopsis arvensis","Lycopsis arvensis L., 1753",107027,107027,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Lycopsis arvensis","LYCOARVENSI","LYCOARVENSI"
"425","Lycopus europaeus","Lycopus europaeus","Lycopus europaeus L., 1753",107038,107038,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Lycopus europaeus","LYCOEUROPAE","LYCOEUROPAE"
"426","Lysimachia foemina","Lysimachia foemina","Lysimachia foemina (Mill.) U.Manns & Anderb., 2009",706505,706505,"Angiospermes","Ericales","Primulaceae","Myrsinoideae",NA,"Lysimachia foemina","LYSIFOEMINA","LYSIFOEMINA"
"427","Lysimachia arvensis","Lysimachia arvensis","Lysimachia arvensis (L.) U.Manns & Anderb., 2009",610909,610909,"Angiospermes","Ericales","Primulaceae","Myrsinoideae",NA,"Lysimachia arvensis","LYSIARVENSI","LYSIARVENSI"
"428","Lysimachia nummularia","Lysimachia nummularia","Lysimachia nummularia L., 1753",107073,107073,"Angiospermes","Ericales","Primulaceae","Myrsinoideae",NA,"Lysimachia nummularia","LYSINUMMULA","LYSINUMMULA"
"429","Lysimachia vulgaris","Lysimachia vulgaris","Lysimachia vulgaris L., 1753",107090,107090,"Angiospermes","Ericales","Primulaceae","Myrsinoideae",NA,"Lysimachia vulgaris","LYSIVULGARI","LYSIVULGARI"
"430","Lythrum hyssopifolia","Lythrum hyssopifolia","Lythrum hyssopifolia L., 1753",107106,107106,"Angiospermes","Myrtales","Lythraceae","Lythroideae",NA,"Lythrum hyssopifolia","LYTHHYSSOPI","LYTHHYSSOPI"
"431","Lythrum borysthenicum","Lythrum borysthenicum","Lythrum borysthenicum (Schrank) Litv., 1917",107097,107097,"Angiospermes","Myrtales","Lythraceae","Lythroideae",NA,"Lythrum borysthenicum","LYTHBORYSTH","LYTHBORYSTH"
"432","Lythrum salicaria","Lythrum salicaria","Lythrum salicaria L., 1753",107117,107117,"Angiospermes","Myrtales","Lythraceae","Lythroideae",NA,"Lythrum salicaria","LYTHSALICAR","LYTHSALICAR"
"433","Malus domestica","Malus domestica","Malus domestica (Suckow) Borkh., 1803 [nom. cons.]",107207,107207,"Angiospermes","Rosales","Rosaceae","Amygdaloideae","Pyreae","Malus domestica","MALUDOMESTI","MALUDOMESTI"
"434","Malva sylvestris","Malva sylvestris","Malva sylvestris L., 1753",107318,107318,"Angiospermes","Malvales","Malvaceae","Malvoideae","Malveae","Malva sylvestris","MALVSYLVEST","MALVSYLVEST"
"435","Malva neglecta","Malva neglecta","Malva neglecta Wallr., 1824",107284,107284,"Angiospermes","Malvales","Malvaceae","Malvoideae","Malveae","Malva neglecta","MALVNEGLECT","MALVNEGLECT"
"436","Malva multiflora","Malva multiflora","Malva multiflora (Cav.) Soldano & Banfi & Galasso, 2005",717790,717790,"Angiospermes","Malvales","Malvaceae","Malvoideae","Malveae","Malva multiflora","MALVMULTIFL","MALVMULTIFL"
"437","Malva moschata","Malva moschata","Malva moschata L., 1753",107282,107282,"Angiospermes","Malvales","Malvaceae","Malvoideae","Malveae","Malva moschata","MALVMOSCHAT","MALVMOSCHAT"
"438","Matricaria chamomilla","Matricaria chamomilla","Matricaria chamomilla L., 1753",107440,107440,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Matricaria chamomilla","MATRCHAMOMI","MATRCHAMOMI"
"439","Matricaria discoidea","Matricaria discoidea","Matricaria discoidea DC., 1838",107446,107446,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Matricaria discoidea","MATRDISCOID","MATRDISCOID"
"440","Medicago sativa","Medicago sativa","Medicago sativa L., 1753",107711,107711,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago sativa","MEDISATIVA","MEDISATIVA"
"441","Medicago arabica","Medicago arabica","Medicago arabica (L.) Huds., 1762",107574,107574,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago arabica","MEDIARABICA","MEDIARABICA"
"442","Medicago laciniata","Medicago laciniata","Medicago laciniata (L.) Mill., 1768",107639,107639,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago laciniata","MEDILACINIA","MEDILACINIA"
"443","Medicago lupulina","Medicago lupulina","Medicago lupulina L., 1753",107649,107649,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago lupulina","MEDILUPULIN","MEDILUPULIN"
"444","Medicago minima","Medicago minima","Medicago minima (L.) L., 1754",107658,107658,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago minima","MEDIMINIMA","MEDIMINIMA"
"445","Medicago murex","Medicago murex","Medicago murex Willd., 1802",107665,107665,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago murex","MEDIMUREX","MEDIMUREX"
"446","Medicago murex","Medicago murex","Medicago murex subsp. sphaerocarpos (Bertol.) I.Lesins & K.A.Lesins, 1979",107664,137648,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago murex","MEDIMUREX","MEDIMUREX"
"447","Medicago orbicularis","Medicago orbicularis","Medicago orbicularis (L.) Bartal., 1776",107677,107677,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago orbicularis","MEDIORBICUL","MEDIORBICUL"
"448","Medicago orbicularis","Medicago orbicularis","Medicago orbicularis (L.) Bartal., 1776",159729,107677,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago orbicularis","MEDIORBICUL","MEDIORBICUL"
"449","Medicago polymorpha","Medicago polymorpha","Medicago polymorpha L., 1753",107689,107689,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago polymorpha","MEDIPOLYMOR","MEDIPOLYMOR"
"450","Medicago truncatula","Medicago truncatula","Medicago truncatula Gaertn., 1791",107739,107739,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Medicago truncatula","MEDITRUNCAT","MEDITRUNCAT"
"451","Melica ciliata","Melica ciliata","Melica ciliata L., 1753",107851,107851,"Angiospermes","Poales","Poaceae","Pooideae","Meliceae","Melica ciliata","MELICILIATA","MELICILIATA"
"452","Melica ciliata","Melica ciliata","Melica ciliata subsp. transsilvanica (Schur) Husn., 1898",621087,137726,"Angiospermes","Poales","Poaceae","Pooideae","Meliceae","Melica ciliata","MELICILIATA","MELICILIATA"
"453","Trigonella alba","Trigonella alba","Melilotus albus Medik., 1787",788841,107886,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Melilotus albus","TRIGALBA","TRIGALBA"
"454","Trigonella officinalis","Trigonella officinalis","Melilotus officinalis (L.) Lam., 1779",788839,107942,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Melilotus officinalis","TRIGOFFICIN","TRIGOFFICIN"
"455","Melissa officinalis","Melissa officinalis","Melissa officinalis L., 1753",107992,107992,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Melissa officinalis","MELIOFFICIN","MELIOFFICIN"
"456","Melittis melissophyllum","Melittis melissophyllum","Melittis melissophyllum L., 1753",108003,108003,"Angiospermes","Lamiales","Lamiaceae","Lamioideae","Stachydeae","Melittis melissophyllum","MELIMELISSO","MELIMELISSO"
"457","Mentha arvensis","Mentha arvensis","Mentha arvensis L., 1753",108029,108029,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Mentha arvensis","MENTARVENSI","MENTARVENSI"
"458","Mentha suaveolens","Mentha suaveolens","Mentha suaveolens Ehrh., 1792",108168,108168,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Mentha suaveolens","MENTSUAVEOL","MENTSUAVEOL"
"459","Mentha aquatica","Mentha aquatica","Mentha aquatica L., 1753",108027,108027,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Mentha aquatica","MENTAQUATIC","MENTAQUATIC"
"460","Mentha pulegium","Mentha pulegium","Mentha pulegium L., 1753",108138,108138,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Mentha pulegium","MENTPULEGIU","MENTPULEGIU"
"461","Mentha x villosa","Mentha x villosa","Mentha x villosa Huds., 1778",108332,108332,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Mentha x villosa","MENTX","MENTX"
"462","Mercurialis annua","Mercurialis annua","Mercurialis annua L., 1753",108351,108351,"Angiospermes","Malpighiales","Euphorbiaceae","Acalyphoideae","Acalypheae","Mercurialis annua","MERCANNUA","MERCANNUA"
"463","Minuartia hybrida","Minuartia hybrida","Sabulina tenuifolia (L.) Rchb., 1832",108597,119753,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Sabulina tenuifolia","MINUHYBRIDA","MINUHYBRIDA"
"464","Minuartia hybrida","Minuartia hybrida","Sabulina tenuifolia subsp. hybrida (Vill.) Dillenb., 2016",1001992,1001991,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Sabulina tenuifolia","MINUHYBRIDA","MINUHYBRIDA"
"465","Misopates orontium","Misopates orontium","Misopates orontium (L.) Raf., 1840",108645,108645,"Angiospermes","Lamiales","Plantaginaceae",NA,"Antirrhineae","Misopates orontium","MISOORONTIU","MISOORONTIU"
"466","Muscari neglectum","Muscari neglectum","Muscari neglectum Guss. ex Ten., 1842",108898,108898,"Angiospermes","Asparagales","Asparagaceae","Scilloideae","Hyacintheae","Muscari neglectum","MUSCNEGLECT","MUSCNEGLECT"
"467","Muscari comosum","Muscari comosum","Muscari comosum (L.) Mill., 1768",108874,108874,"Angiospermes","Asparagales","Asparagaceae","Scilloideae","Hyacintheae","Muscari comosum","MUSCCOMOSUM","MUSCCOMOSUM"
"468","Myosotis arvensis","Myosotis arvensis","Myosotis arvensis (L.) Hill, 1764",108996,108996,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Myosotis arvensis","MYOSARVENSI","MYOSARVENSI"
"469","Myosotis arvensis","Myosotis arvensis","Myosotis arvensis (L.) Hill, 1764",108998,108996,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Myosotis arvensis","MYOSARVENSI","MYOSARVENSI"
"470","Myosotis arvensis","Myosotis arvensis","Myosotis stricta Link ex Roem. & Schult., 1819",108997,109102,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Myosotis stricta","MYOSARVENSI","MYOSARVENSI"
"471","Myosotis ramosissima","Myosotis ramosissima","Myosotis ramosissima Rochel, 1814",109084,109084,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Myosotis ramosissima","MYOSRAMOSIS","MYOSRAMOSIS"
"472","Myosotis stricta","Myosotis stricta","Myosotis stricta Link ex Roem. & Schult., 1819",109102,109102,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Myosotis stricta","MYOSSTRICTA","MYOSSTRICTA"
"473","Nasturtium officinale","Nasturtium officinale","Nasturtium officinale W.T.Aiton, 1812",109422,109422,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Nasturtium officinale","NASTOFFICIN","NASTOFFICIN"
"474","Nigella damascena","Nigella damascena","Nigella damascena L., 1753",109625,109625,"Angiospermes","Ranunculales","Ranunculaceae","Ranunculoideae","Nigelleae","Nigella damascena","NIGEDAMASCE","NIGEDAMASCE"
"475","Oenanthe fistulosa","Oenanthe fistulosa","Oenanthe fistulosa L., 1753",109869,109869,"Angiospermes","Apiales","Apiaceae","Apioideae","Oenantheae","Oenanthe fistulosa","OENAFISTULO","OENAFISTULO"
"476","Oenanthe fistulosa","Oenanthe fistulosa","Oenanthe silaifolia M.Bieb., 1819",109868,109898,"Angiospermes","Apiales","Apiaceae","Apioideae","Oenantheae","Oenanthe silaifolia","OENAFISTULO","OENAFISTULO"
"477","Oenanthe pimpinelloides","Oenanthe pimpinelloides","Oenanthe lachenalii C.C.Gmel., 1805",109894,109881,"Angiospermes","Apiales","Apiaceae","Apioideae","Oenantheae","Oenanthe lachenalii","OENAPIMPINE","OENAPIMPINE"
"478","Oenanthe pimpinelloides","Oenanthe pimpinelloides","Oenanthe pimpinelloides L., 1753",109893,109893,"Angiospermes","Apiales","Apiaceae","Apioideae","Oenantheae","Oenanthe pimpinelloides","OENAPIMPINE","OENAPIMPINE"
"479","Ononis spinosa","Ononis spinosa","Ononis spinosa L., 1753 [nom. et typ. cons.]",110236,110236,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Ononis spinosa","ONONSPINOSA","ONONSPINOSA"
"480","Ophrys apifera","Ophrys apifera","Ophrys apifera Huds., 1762",110335,110335,"Angiospermes","Asparagales","Orchidaceae","Orchidoideae","Orchideae","Ophrys apifera","OPHRAPIFERA","OPHRAPIFERA"
"481","Origanum majorana","Origanum majorana","Origanum majorana L., 1753",111272,111272,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Origanum majorana","ORIGMAJORAN","ORIGMAJORAN"
"482","Origanum vulgare","Origanum vulgare","Origanum vulgare L., 1753",111289,111289,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Origanum vulgare","ORIGVULGARE","ORIGVULGARE"
"483","Orlaya grandiflora","Orlaya grandiflora","Orlaya grandiflora (L.) Hoffm., 1814",111297,111297,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Orlaya grandiflora","ORLAGRANDIF","ORLAGRANDIF"
"484","Ornithogalum umbellatum gpe","Ornithogalum umbellatum","Ornithogalum divergens Boreau, 1847",111392,111334,"Angiospermes","Asparagales","Asparagaceae","Scilloideae","Ornithogaleae","Ornithogalum divergens","ORNIUMBELLA","ORNIUMBELLA"
"485","Ornithogalum umbellatum gpe","Ornithogalum umbellatum","Ornithogalum umbellatum L., 1753",111391,111391,"Angiospermes","Asparagales","Asparagaceae","Scilloideae","Ornithogaleae","Ornithogalum umbellatum","ORNIUMBELLA","ORNIUMBELLA"
"486","Ornithopus compressus","Ornithopus compressus","Ornithopus compressus L., 1753",111406,111406,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Ornithopus compressus","ORNICOMPRES","ORNICOMPRES"
"487","Ornithopus perpusillus","Ornithopus perpusillus","Ornithopus perpusillus L., 1753",111419,111419,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Ornithopus perpusillus","ORNIPERPUSI","ORNIPERPUSI"
"488","Ornithopus sativus","Ornithopus sativus","Ornithopus sativus Brot., 1804",111424,111424,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Ornithopus sativus","ORNISATIVUS","ORNISATIVUS"
"489","Orobanche minor","Orobanche minor","Orobanche minor Sm., 1797",111614,111614,"Angiospermes","Lamiales","Orobanchaceae",NA,"Orobancheae","Orobanche minor","OROBMINOR","OROBMINOR"
"490","Orobanche minor","Orobanche minor","Orobanche minor Sm., 1797",161943,111614,"Angiospermes","Lamiales","Orobanchaceae",NA,"Orobancheae","Orobanche minor","OROBMINOR","OROBMINOR"
"491","Oxalis corniculata","Oxalis corniculata","Oxalis corniculata L., 1753",111876,111876,"Angiospermes","Oxalidales","Oxalidaceae",NA,NA,"Oxalis corniculata","OXALCORNICU","OXALCORNICU"
"492","Oxalis acetosella","Oxalis acetosella","Oxalis acetosella L., 1753",111859,111859,"Angiospermes","Oxalidales","Oxalidaceae",NA,NA,"Oxalis acetosella","OXALACETOSE","OXALACETOSE"
"493","Oxalis fontana","Oxalis fontana","Oxalis stricta L., 1753",111886,111921,"Angiospermes","Oxalidales","Oxalidaceae",NA,NA,"Oxalis stricta","OXALFONTANA","OXALFONTANA"
"494","Oxalis pes-caprae","Oxalis pes-caprae","Oxalis pes-caprae L., 1753",111910,111910,"Angiospermes","Oxalidales","Oxalidaceae",NA,NA,"Oxalis pes-caprae","OXALPES-CAP","OXALPES-CAP"
"495","Pallenis spinosa","Pallenis spinosa","Pallenis spinosa (L.) Cass., 1825",112065,112065,"Angiospermes","Asterales","Asteraceae","Asteroideae","Inuleae","Pallenis spinosa","PALLSPINOSA","PALLSPINOSA"
"496","Panicum miliaceum","Panicum miliaceum","Panicum dichotomiflorum Michx., 1803",112196,112130,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Panicum dichotomiflorum","PANIMILIACE","PANIMILIACE"
"497","Panicum miliaceum","Panicum miliaceum","Panicum miliaceum L., 1753",112195,112195,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Panicum miliaceum","PANIMILIACE","PANIMILIACE"
"498","Papaver rhoeas","Papaver rhoeas","Papaver rhoeas L., 1753",112355,112355,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Papaver rhoeas","PAPARHOEAS","PAPARHOEAS"
"499","Papaver dubium","Papaver dubium","Papaver dubium L., 1753",112303,112303,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Papaver dubium","PAPADUBIUM","PAPADUBIUM"
